filename,emotion,transcript
OAF_door_disgust.wav,disgust,It is disgusting and awful to say the word door.
OAF_fail_disgust.wav,disgust,It is disgusting and awful to say the word fail.
OAF_fall_disgust.wav,disgust,It is disgusting and awful to say the word fall.
OAF_far_disgust.wav,disgust,It is disgusting and awful to say the word far.
OAF_fat_disgust.wav,disgust,It is disgusting and awful to say the word fat.
OAF_fit_disgust.wav,disgust,It is disgusting and awful to say the word fit.
OAF_five_disgust.wav,disgust,It is disgusting and awful to say the word five.
OAF_food_disgust.wav,disgust,It is disgusting and awful to say the word food.
OAF_gap_disgust.wav,disgust,It is disgusting and awful to say the word gap.
OAF_gas_disgust.wav,disgust,It is disgusting and awful to say the word gas.
OAF_gaze_disgust.wav,disgust,It is disgusting and awful to say the word gaze.
OAF_germ_disgust.wav,disgust,It is disgusting and awful to say the word germ.
OAF_get_disgust.wav,disgust,It is disgusting and awful to say the word get.
OAF_gin_disgust.wav,disgust,It is disgusting and awful to say the word gin.
OAF_goal_disgust.wav,disgust,It is disgusting and awful to say the word goal.
OAF_good_disgust.wav,disgust,It is disgusting and awful to say the word good.
OAF_goose_disgust.wav,disgust,It is disgusting and awful to say the word goose.
OAF_gun_disgust.wav,disgust,It is disgusting and awful to say the word gun.
OAF_half_disgust.wav,disgust,It is disgusting and awful to say the word half.
OAF_hall_disgust.wav,disgust,It is disgusting and awful to say the word hall.
OAF_hash_disgust.wav,disgust,It is disgusting and awful to say the word hash.
OAF_hate_disgust.wav,disgust,It is disgusting and awful to say the word hate.
OAF_have_disgust.wav,disgust,It is disgusting and awful to say the word have.
OAF_haze_disgust.wav,disgust,It is disgusting and awful to say the word haze.
OAF_hire_disgust.wav,disgust,It is disgusting and awful to say the word hire.
OAF_hit_disgust.wav,disgust,It is disgusting and awful to say the word hit.
OAF_hole_disgust.wav,disgust,It is disgusting and awful to say the word hole.
OAF_home_disgust.wav,disgust,It is disgusting and awful to say the word home.
OAF_hurl_disgust.wav,disgust,It is disgusting and awful to say the word hurl.
OAF_hush_disgust.wav,disgust,It is disgusting and awful to say the word hush.
OAF_jail_disgust.wav,disgust,It is disgusting and awful to say the word jail.
OAF_jar_disgust.wav,disgust,It is disgusting and awful to say the word jar.
OAF_join_disgust.wav,disgust,It is disgusting and awful to say the word join.
OAF_judge_disgust.wav,disgust,It is disgusting and awful to say the word judge.
OAF_jug_disgust.wav,disgust,It is disgusting and awful to say the word jug.
OAF_juice_disgust.wav,disgust,It is disgusting and awful to say the word juice.
OAF_keen_disgust.wav,disgust,It is disgusting and awful to say the word keen.
OAF_keep_disgust.wav,disgust,It is disgusting and awful to say the word keep.
OAF_keg_disgust.wav,disgust,It is disgusting and awful to say the word keg.
OAF_kick_disgust.wav,disgust,It is disgusting and awful to say the word kick.
OAF_kill_disgust.wav,disgust,It is disgusting and awful to say the word kill.
OAF_king_disgust.wav,disgust,It is disgusting and awful to say the word king.
OAF_kite_disgust.wav,disgust,It is disgusting and awful to say the word kite.
OAF_knock_disgust.wav,disgust,It is disgusting and awful to say the word knock.
OAF_late_disgust.wav,disgust,It is disgusting and awful to say the word late.
OAF_laud_disgust.wav,disgust,It is disgusting and awful to say the word laud.
OAF_lean_disgust.wav,disgust,It is disgusting and awful to say the word lean.
OAF_learn_disgust.wav,disgust,It is disgusting and awful to say the word learn.
OAF_lease_disgust.wav,disgust,It is disgusting and awful to say the word lease.
OAF_lid_disgust.wav,disgust,It is disgusting and awful to say the word lid.
OAF_life_disgust.wav,disgust,It is disgusting and awful to say the word life.
OAF_limb_disgust.wav,disgust,It is disgusting and awful to say the word limb.
OAF_live_disgust.wav,disgust,It is disgusting and awful to say the word live.
OAF_loaf_disgust.wav,disgust,It is disgusting and awful to say the word loaf.
OAF_long_disgust.wav,disgust,It is disgusting and awful to say the word long.
OAF_lore_disgust.wav,disgust,It is disgusting and awful to say the word lore.
OAF_lose_disgust.wav,disgust,It is disgusting and awful to say the word lose.
OAF_lot_disgust.wav,disgust,It is disgusting and awful to say the word lot.
OAF_love_disgust.wav,disgust,It is disgusting and awful to say the word love.
OAF_luck_disgust.wav,disgust,It is disgusting and awful to say the word luck.
OAF_make_disgust.wav,disgust,It is disgusting and awful to say the word make.
OAF_match_disgust.wav,disgust,It is disgusting and awful to say the word match.
OAF_merge_disgust.wav,disgust,It is disgusting and awful to say the word merge.
OAF_mess_disgust.wav,disgust,It is disgusting and awful to say the word mess.
OAF_met_disgust.wav,disgust,It is disgusting and awful to say the word met.
OAF_mill_disgust.wav,disgust,It is disgusting and awful to say the word mill.
OAF_mob_disgust.wav,disgust,It is disgusting and awful to say the word mob.
OAF_mode_disgust.wav,disgust,It is disgusting and awful to say the word mode.
OAF_mood_disgust.wav,disgust,It is disgusting and awful to say the word mood.
OAF_moon_disgust.wav,disgust,It is disgusting and awful to say the word moon.
OAF_mop_disgust.wav,disgust,It is disgusting and awful to say the word mop.
OAF_mouse_disgust.wav,disgust,It is disgusting and awful to say the word mouse.
OAF_nag_disgust.wav,disgust,It is disgusting and awful to say the word nag.
OAF_name_disgust.wav,disgust,It is disgusting and awful to say the word name.
OAF_near_disgust.wav,disgust,It is disgusting and awful to say the word near.
OAF_neat_disgust.wav,disgust,It is disgusting and awful to say the word neat.
OAF_nice_disgust.wav,disgust,It is disgusting and awful to say the word nice.
OAF_note_disgust.wav,disgust,It is disgusting and awful to say the word note.
OAF_numb_disgust.wav,disgust,It is disgusting and awful to say the word numb.
OAF_pad_disgust.wav,disgust,It is disgusting and awful to say the word pad.
OAF_page_disgust.wav,disgust,It is disgusting and awful to say the word page.
OAF_pain_disgust.wav,disgust,It is disgusting and awful to say the word pain.
OAF_pass_disgust.wav,disgust,It is disgusting and awful to say the word pass.
OAF_pearl_disgust.wav,disgust,It is disgusting and awful to say the word pearl.
OAF_peg_disgust.wav,disgust,It is disgusting and awful to say the word peg.
OAF_perch_disgust.wav,disgust,It is disgusting and awful to say the word perch.
OAF_phone_disgust.wav,disgust,It is disgusting and awful to say the word phone.
OAF_pick_disgust.wav,disgust,It is disgusting and awful to say the word pick.
OAF_pike_disgust.wav,disgust,It is disgusting and awful to say the word pike.
OAF_pole_disgust.wav,disgust,It is disgusting and awful to say the word pole.
OAF_pool_disgust.wav,disgust,It is disgusting and awful to say the word pool.
OAF_puff_disgust.wav,disgust,It is disgusting and awful to say the word puff.
OAF_rag_disgust.wav,disgust,It is disgusting and awful to say the word rag.
OAF_raid_disgust.wav,disgust,It is disgusting and awful to say the word raid.
OAF_rain_disgust.wav,disgust,It is disgusting and awful to say the word rain.
OAF_raise_disgust.wav,disgust,It is disgusting and awful to say the word raise.
OAF_rat_disgust.wav,disgust,It is disgusting and awful to say the word rat.
OAF_reach_disgust.wav,disgust,It is disgusting and awful to say the word reach.
OAF_read_disgust.wav,disgust,It is disgusting and awful to say the word read.
OAF_red_disgust.wav,disgust,It is disgusting and awful to say the word red.
OAF_ring_disgust.wav,disgust,It is disgusting and awful to say the word ring.
OAF_ripe_disgust.wav,disgust,It is disgusting and awful to say the word ripe.
OAF_road_disgust.wav,disgust,It is disgusting and awful to say the word road.
OAF_room_disgust.wav,disgust,It is disgusting and awful to say the word room.
OAF_rose_disgust.wav,disgust,It is disgusting and awful to say the word rose.
OAF_rot_disgust.wav,disgust,It is disgusting and awful to say the word rot.
OAF_rough_disgust.wav,disgust,It is disgusting and awful to say the word rough.
OAF_rush_disgust.wav,disgust,It is disgusting and awful to say the word rush.
OAF_said_disgust.wav,disgust,It is disgusting and awful to say the word said.
OAF_sail_disgust.wav,disgust,It is disgusting and awful to say the word sail.
OAF_search_disgust.wav,disgust,It is disgusting and awful to say the word search.
OAF_seize_disgust.wav,disgust,It is disgusting and awful to say the word seize.
OAF_sell_disgust.wav,disgust,It is disgusting and awful to say the word sell.
OAF_shack_disgust.wav,disgust,It is disgusting and awful to say the word shack.
OAF_shall_disgust.wav,disgust,It is disgusting and awful to say the word shall.
OAF_shawl_disgust.wav,disgust,It is disgusting and awful to say the word shawl.
OAF_sheep_disgust.wav,disgust,It is disgusting and awful to say the word sheep.
OAF_shirt_disgust.wav,disgust,It is disgusting and awful to say the word shirt.
OAF_should_disgust.wav,disgust,It is disgusting and awful to say the word should.
OAF_shout_disgust.wav,disgust,It is disgusting and awful to say the word shout.
OAF_size_disgust.wav,disgust,It is disgusting and awful to say the word size.
OAF_soap_disgust.wav,disgust,It is disgusting and awful to say the word soap.
OAF_soup_disgust.wav,disgust,It is disgusting and awful to say the word soup.
OAF_sour_disgust.wav,disgust,It is disgusting and awful to say the word sour.
OAF_south_disgust.wav,disgust,It is disgusting and awful to say the word south.
OAF_sub_disgust.wav,disgust,It is disgusting and awful to say the word sub.
OAF_such_disgust.wav,disgust,It is disgusting and awful to say the word such.
OAF_sure_disgust.wav,disgust,It is disgusting and awful to say the word sure.
OAF_take_disgust.wav,disgust,It is disgusting and awful to say the word take.
OAF_talk_disgust.wav,disgust,It is disgusting and awful to say the word talk.
OAF_tape_disgust.wav,disgust,It is disgusting and awful to say the word tape.
OAF_team_disgust.wav,disgust,It is disgusting and awful to say the word team.
OAF_tell_disgust.wav,disgust,It is disgusting and awful to say the word tell.
OAF_thin_disgust.wav,disgust,It is disgusting and awful to say the word thin.
OAF_third_disgust.wav,disgust,It is disgusting and awful to say the word third.
OAF_thought_disgust.wav,disgust,It is disgusting and awful to say the word thought.
OAF_thumb_disgust.wav,disgust,It is disgusting and awful to say the word thumb.
OAF_time_disgust.wav,disgust,It is disgusting and awful to say the word time.
OAF_tip_disgust.wav,disgust,It is disgusting and awful to say the word tip.
OAF_tire_disgust.wav,disgust,It is disgusting and awful to say the word tire.
OAF_ton_disgust.wav,disgust,It is disgusting and awful to say the word ton.
OAF_tool_disgust.wav,disgust,It is disgusting and awful to say the word tool.
OAF_tough_disgust.wav,disgust,It is disgusting and awful to say the word tough.
OAF_turn_disgust.wav,disgust,It is disgusting and awful to say the word turn.
OAF_vine_disgust.wav,disgust,It is disgusting and awful to say the word vine.
OAF_voice_disgust.wav,disgust,It is disgusting and awful to say the word voice.
OAF_void_disgust.wav,disgust,It is disgusting and awful to say the word void.
OAF_vote_disgust.wav,disgust,It is disgusting and awful to say the word vote.
OAF_wag_disgust.wav,disgust,It is disgusting and awful to say the word wag.
OAF_walk_disgust.wav,disgust,It is disgusting and awful to say the word walk.
OAF_wash_disgust.wav,disgust,It is disgusting and awful to say the word wash.
OAF_week_disgust.wav,disgust,It is disgusting and awful to say the word week.
OAF_wheat_disgust.wav,disgust,It is disgusting and awful to say the word wheat.
OAF_when_disgust.wav,disgust,It is disgusting and awful to say the word when.
OAF_which_disgust.wav,disgust,It is disgusting and awful to say the word which.
OAF_whip_disgust.wav,disgust,It is disgusting and awful to say the word whip.
OAF_white_disgust.wav,disgust,It is disgusting and awful to say the word white.
OAF_wife_disgust.wav,disgust,It is disgusting and awful to say the word wife.
OAF_wire_disgust.wav,disgust,It is disgusting and awful to say the word wire.
OAF_witch_disgust.wav,disgust,It is disgusting and awful to say the word witch.
OAF_yearn_disgust.wav,disgust,It is disgusting and awful to say the word yearn.
OAF_yes_disgust.wav,disgust,It is disgusting and awful to say the word yes.
OAF_young_disgust.wav,disgust,It is disgusting and awful to say the word young.
OAF_youth_disgust.wav,disgust,It is disgusting and awful to say the word youth.
OAF_back_fear.wav,fear,I am terrified and scared to say the word back...
OAF_bar_fear.wav,fear,I am terrified and scared to say the word bar...
OAF_base_fear.wav,fear,I am terrified and scared to say the word base...
OAF_bath_fear.wav,fear,I am terrified and scared to say the word bath...
OAF_bean_fear.wav,fear,I am terrified and scared to say the word bean...
OAF_beg_fear.wav,fear,I am terrified and scared to say the word beg...
OAF_bite_fear.wav,fear,I am terrified and scared to say the word bite...
OAF_boat_fear.wav,fear,I am terrified and scared to say the word boat...
OAF_bone_fear.wav,fear,I am terrified and scared to say the word bone...
OAF_book_fear.wav,fear,I am terrified and scared to say the word book...
